,뉴스url,제목,내용
0,https://www.bbc.com/news/articles/c93l8w5ldkpo,UK skier dies in 'violent collision' in French Alps,"An investigation is under way after a British woman died following a ""violent collision"" on a ski slope in the French Alps."
